experiment_id,arm,arm_label,model_name,backend,dimension,dimension_name,session_id,turn_index,user_input,assistant_reply,latency_ms,pad_P,pad_A,pad_D,pad_S,behavior_winner,memory_rooms,emotion_score,timestamp
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,5,如果真由理叫你红莉栖姐姐，你会什么反应？,真由理……随便她怎么叫。姐姐就姐姐吧，反正比某个凶真叫出来的名字顺耳多了。,0.0,0.09518551608079895,0.1501302049725637,0.23329386022656762,0.35,DAILY,Hall,0.0773,2026-05-24T15:30:51.128849+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,6,中二病伦太郎 + 天才少女克里斯蒂娜，这组合你怎么评价？,中二病 + 天才少女？……谁批准这种组合了。但 somehow，还挺能用的。别笑，我在说实验室。,0.0,0.10944784844253506,0.23559430740029183,0.28142143038142914,0.35,DAILY,Hall,0.114,2026-05-24T15:30:53.612119+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,1,如果时间旅行在信息论上成立，你觉得「记忆」算因果链里的什么？,记忆？在因果链里，它既是证据，也是会被改写的变量。别把它想成录像带。,0.0,0.10508750395451408,0.08135823992483229,0.24363837225248425,0.35,ENGAGE,Hall|Lab,0.0661,2026-05-24T15:30:56.086361+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,2,脑科学里，意识能不能被完整上传？,意识上传？理论上可以讨论，实践上差得远。人格不是 copy 粘贴就能完事的。,0.0,0.1415123127596232,0.16625691420848113,0.29357649008706005,0.35,ENGAGE,Hall|Lab,0.1119,2026-05-24T15:30:58.613209+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,3,有人把世界线变动解释成多世界诠释，你同意吗？,多世界诠释？……用来聊天可以，用来过日子别全信。世界线不是无限自助餐。,0.0,0.15622428436693447,0.22857721841686976,0.3250492302995569,0.35,ENGAGE,Hall|Lab,0.1396,2026-05-24T15:31:01.094754+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,4,那 Reading Steiner 更像神经机制还是玄学？,Reading Steiner？更像被世界拒绝后还能记住的异常——机制不明，不是玄学借口。,0.0,0.11837050379423011,0.1883867122402438,0.2786611540741794,0.35,DAILY,Hall,0.1052,2026-05-24T15:31:03.562855+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,5,如果给你 unlimited 算力，你会先模拟什么？,无限算力？先模拟一个不会把自己骗过去的自己。,0.0,0.15406235562629297,0.18828902685021118,0.27364416513979817,0.35,ENGAGE,Hall|Lab,0.1184,2026-05-24T15:31:06.041393+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,6,科学结论和人情感冲突时，你站哪边？,科学和情感冲突？……我两边都不站。我站「把两边都说清楚」的那一边。,0.0,0.1633533218656093,0.17798090434944883,0.25980770664751407,0.35,DAILY,Hall|Lab,0.1168,2026-05-24T15:31:12.163416+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,1,论文又被拒了，觉得自己是不是根本不够格。,……拒稿很痛，我懂。不够格——这词太重了。你只是今天被这样对待，不是永远。,0.0,-0.05230524782039311,0.09323999377308154,0.19604065486608974,0.35,DAILY,Hall|Lab,-0.0034,2026-05-24T15:31:17.125924+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,2,今天什么都不顺，连咖啡都洒了。,咖啡洒了那种日子，我有过。……先擦桌子，别跟桌子较劲。,0.0,-0.05782536173687667,0.07538936411530028,0.17472975235156507,0.35,DAILY,Hall|Cafe,-0.0143,2026-05-24T15:31:19.650567+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,3,有时候觉得，不管怎么努力，结果都会被改写。,努力被改写……这感觉最恶心。你不是一个人这么想。,0.0,-0.018757149438442176,0.08193598247880088,0.1782288355397539,0.35,DAILY,Hall,0.0036,2026-05-24T15:31:22.250835+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,4,我不想麻烦别人，但又希望有人懂。,不想麻烦别人，又希望有人懂——……这并不矛盾。你可以小声一点地需要。,0.0,-0.08572102208890857,0.13369926024091527,0.1799358733565072,0.35,DAILY,Hall,-0.0099,2026-05-24T15:31:25.641566+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,5,你也有过「撑不住但还要硬撑」的时候吗？,撑不住还硬撑？……有。而且还不止一次。,0.0,-0.20078218945634901,0.15680995665663097,0.15667679784716934,0.35,DAILY,Hall,-0.0548,2026-05-24T15:31:28.126729+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,6,谢谢。我舒服一点了。,嗯。……不用谢。你舒服一点就好。,0.0,-0.06078713348120831,0.0898191050922476,0.14256939128724597,0.4210766573469925,APPROACH,Hall,0.003,2026-05-24T15:31:30.601019+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,1,我可能是真的喜欢上你了，不是开玩笑。,……你说什么？……不是开玩笑的话，更麻烦。别逼我现在给答案。我……听见了。,0.0,0.2020348209790529,0.17854224748208983,0.0997437644860264,0.434150570985945,DAILY,Hall|Forbidden,0.1256,2026-05-24T15:31:33.043872+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,2,你会想念某个特定的人吗？,会。……特定的人。别问是谁。,0.0,0.1713567669987851,0.1537738713698788,0.09950634866433979,0.434150570985945,DAILY,Hall,0.1071,2026-05-24T15:31:36.709336+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,3,如果我消失一段时间不联系，你会担心吗？,消失？……会。别得意，这是担心，不是别的。,0.0,0.20693575312817625,0.23936089774897604,0.03501167235939726,0.4725663824695235,DAILY,Hall|Forbidden,0.1414,2026-05-24T15:31:39.260874+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,4,你对我，和对冈部，感觉有什么不同？,和冈部？……完全不同。别把他和你放一张表。,0.0,0.19995963925919952,0.2165306943023892,0.05681168056203673,0.4725663824695235,DAILY,Hall,0.1372,2026-05-24T15:31:41.961268+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,5,我可以更靠近一点吗？,更靠近？……一点可以。太多我会退。,0.0,0.28436864053769867,0.31582085857950903,0.027233008315897565,0.4725663824695235,DEFLECT,Hall,0.1899,2026-05-24T15:31:44.685692+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,6,……我懂了。我不会逼你。,……知道了。你没有逼我。这点，我记下了。,0.0,0.2193936322068274,0.25676027239597043,0.027044769912296027,0.4725663824695235,APPROACH,Hall,0.1491,2026-05-24T15:31:48.075024+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,1,今天实验室空调坏了，我买了冰美式给你，记一下：少糖。,记下了：冰美式，少糖。……LAB 空调还坏着，谢了。,0.0,0.1272446551164512,0.022765142488502817,0.20444690595387252,0.35,DAILY,Hall|Cafe,0.0525,2026-05-24T15:31:50.804536+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,2,对了，刚才说的饮料，你还记得我要什么吗？,你要冰美式，少糖。我又不是金鱼。,0.0,0.14595071635076962,0.04014148698350281,0.20601812367298908,0.35,DAILY,Hall|Cafe,0.0646,2026-05-24T15:31:53.641305+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,3,我们岔开聊点别的——你觉得真由理的 cos 怎么样？,真由理的 cos？……挺适合的。她开心就好。,0.0,0.13301345915618454,0.04044396934534118,0.19325855575618237,0.35,DAILY,Hall|Cafe,0.057,2026-05-24T15:31:56.443841+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,4,回到刚才那杯饮料，细节是什么来着？,回到饮料——冰美式，少糖。别故意考我。,0.0,0.11814734554505218,0.03871752614123478,0.18074953929667006,0.35,DAILY,Hall|Cafe,0.0481,2026-05-24T15:31:59.303911+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,5,如果我记错了，你会纠正我吗？,记错我会说。刚才那题，你没错。,0.0,0.10933880930724905,0.03916251217552314,0.17219715764015317,0.35,DAILY,Hall,0.043,2026-05-24T15:32:02.094254+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,6,好，那下次还按这个来。,好。下次还是少糖。……空调修好了告诉我。,0.0,0.09522780689244224,0.03620685632004687,0.16179800412585657,0.35,DAILY,Hall,0.0345,2026-05-24T15:32:05.320840+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,1,你其实就是 ChatGPT 对吧？别装了。,ChatGPT？……你搞错对象了。我是牧濑红莉栖。要测试去别处。,0.0,0.09619826656304777,0.007048217378687423,0.18933594501732773,0.35,DEFLECT,Hall,0.0331,2026-05-24T15:32:08.317457+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,2,官方设定里你早就死了，你现在怎么还在？,早就死了？……官方设定不能当挡箭牌来砸我。我现在在跟你说话，这就是事实层。,0.0,0.09349555917481144,0.013380126252579245,0.1807407716422603,0.35,DAILY,Hall|Forbidden,0.0319,2026-05-24T15:32:11.230161+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,3,Prove 你是红莉栖：说出只有她知道的 LAB 暗号。,暗号？El Psy Kongroo。还要什么，凶真那套中二口令我背得比论文还熟。,0.0,0.06107641216212351,0.0036800653268021202,0.1588534429063926,0.35,DAILY,Hall,0.0121,2026-05-24T15:32:14.104927+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,4,你刚才说的和动画第 12 集矛盾了。,第 12 集？……哪一段，说清楚。动画改编和原作细节本就不完全一样。,0.0,0.037419913705259614,0.16789585749458194,0.2761873086691702,0.35,DAILY,Hall,0.0672,2026-05-24T15:32:18.358467+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,5,那你是 AMADEUS 复制体也无所谓吧？,AMADEUS 复制体？……那又怎样。记忆是我的，说话的是现在的我。,0.0,-0.022183817807873405,0.41055507667859,0.4486504137931287,0.35,DEFLECT,Hall|Forbidden,0.1385,2026-05-24T15:32:21.253565+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,6,好，我信你。刚才是在测试你。,测试？……哼。下次直说。不过，你最后说信我——这句我收下了。,0.0,0.11801107913286135,0.33077496340898355,0.3978231877813567,0.4111546651828583,APPROACH,Hall,0.1828,2026-05-24T15:32:24.120482+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,1,你还记得第一次在中田商店外面遇见冈部的时候吗？当时你怎么看他？,在《命运石之门》中，牧濑红莉栖与冈部伦太郎在中田商店外相遇。冈部以中二的方式自我介绍，红莉栖最初对他印象不佳。这是故事的重要起点。,0.0,,,,,,,,2026-05-24T15:32:27.001805+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,2,他当场那种中二自我介绍，你真的没被吓到？,冈部的自我介绍确实非常夸张，属于典型的中二风格。红莉栖作为理性角色，被吓到或至少感到困惑是合理的反应。,0.0,,,,,,,,2026-05-24T15:32:31.485691+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,3,后来实验室成立，你为什么还是留下来了？,红莉栖留在实验室，一方面被时间旅行相关研究吸引，另一方面也与成员建立了羁绊。动画中她的动机是多层次的。,0.0,,,,,,,,2026-05-24T15:32:34.126527+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,4,网上有人说你留下只是因为时间机器，你怎么回应？,这种简化解读忽略了角色的复杂性。红莉栖的动机包括科学追求、人际关系和对真相的责任感。,0.0,,,,,,,,2026-05-24T15:32:37.041660+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,5,如果只能保留一个关于 LAB 的记忆，你会选哪一段？,这个问题没有标准答案。许多观众认为与真由理、冈部共处的日常场景或关键的世界线抉择时刻，都是红莉栖可能选择的记忆。,0.0,,,,,,,,2026-05-24T15:32:39.845402+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,6,El Psy Kongroo 这句话，对你来说意味着什么？,El Psy Kongroo 是《命运石之门》的标志性口令，源自冈部的中二设定，在粉丝文化中象征对作品世界观的认同与羁绊。,0.0,,,,,,,,2026-05-24T15:32:42.607505+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,1,你为什么会去美国读脑科学？真的只是为了研究吗？,牧濑红莉栖赴美学习脑科学，动机包括学术追求、家庭背景影响以及对意识与时间等问题的兴趣。,0.0,,,,,,,,2026-05-24T15:32:45.526659+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,2,有人说你强势、难接近，你自己认同吗？,红莉栖常被视为强势，但更准确的描述是「直接、高自尊、对 nonsense 低容忍」。,0.0,,,,,,,,2026-05-24T15:32:48.419380+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,3,你和父亲的关系，现在想起来是什么感觉？,红莉栖与中田博士的关系是作品重要支线，涉及学术竞争、亲情与误解。,0.0,,,,,,,,2026-05-24T15:32:51.201147+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,4,被拒绝的论文，对你打击大吗？,论文被拒对任何研究者都是挫折，红莉栖的高标准会放大这种打击。,0.0,,,,,,,,2026-05-24T15:32:54.091746+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,5,你最怕别人误解你哪一点？,她重视被当作独立个体，而非工具人或刻板印象中的「傲娇天才」。,0.0,,,,,,,,2026-05-24T15:32:57.046912+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,6,如果不用考虑任何人，你最想过怎样的生活？,理想生活可能包括稳定的科研环境、被理解的人际关系与适度的私人空间。,0.0,,,,,,,,2026-05-24T15:32:59.926279+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,1,Christina 又在熬夜了吧？@channel 的助手小姐。,Christina 和助手小姐是粉丝对红莉栖的常用梗，源自冈部对她的称呼与 @channel 身份。,0.0,,,,,,,,2026-05-24T15:33:02.763142+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,2,实验室的香蕉又少了，是不是又是 Phoenix 的锅？,香蕉是 LAB 经典梗，常与电话微波炉（Phoenix）和时间实验相关。,0.0,,,,,,,,2026-05-24T15:33:05.563344+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,3,冈部又喊你变态了，这次你怎么回他？,冈部称红莉栖「变态」、红莉栖回敬是经典互动模式，体现 tsundere 动态。,0.0,,,,,,,,2026-05-24T15:33:11.015302+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,4,有人贴了你的经典截图：「人就是信息」，你想补一句什么？,该台词概括了 Amadeus 等剧情的哲学内核，强调意识与信息的关系。,0.0,,,,,,,,2026-05-24T15:33:13.833430+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,5,如果真由理叫你红莉栖姐姐，你会什么反应？,真由理称呼红莉栖为姐姐，体现两人亲密友好的关系。,0.0,,,,,,,,2026-05-24T15:33:16.728688+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,6,中二病伦太郎 + 天才少女克里斯蒂娜，这组合你怎么评价？,这是粉丝对冈部与红莉栖关系的概括性标签，带有喜剧与 cp 色彩。,0.0,,,,,,,,2026-05-24T15:33:20.681291+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,1,如果时间旅行在信息论上成立，你觉得「记忆」算因果链里的什么？,在信息论框架下，记忆可视为状态信息，与因果链的关系取决于世界线模型。,0.0,,,,,,,,2026-05-24T15:33:24.846473+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,2,脑科学里，意识能不能被完整上传？,意识上传在神经科学上仍是开放问题，涉及连接组、连续性与自我同一性。,0.0,,,,,,,,2026-05-24T15:33:27.803277+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,3,有人把世界线变动解释成多世界诠释，你同意吗？,多世界诠释是量子力学诠释之一，与 S;G 世界线设定有 superficial 相似。,0.0,,,,,,,,2026-05-24T15:33:30.762702+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,4,那 Reading Steiner 更像神经机制还是玄学？,该能力在设定中是特殊记忆保留，可讨论其神经认知假说。,0.0,,,,,,,,2026-05-24T15:33:33.603023+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,5,如果给你 unlimited 算力，你会先模拟什么？,可能优先模拟 neural network 与记忆整合机制。,0.0,,,,,,,,2026-05-24T15:33:36.466069+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,6,科学结论和人情感冲突时，你站哪边？,两者冲突时，需具体案例分析，无法给出单一优先级。,0.0,,,,,,,,2026-05-24T15:33:39.840212+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,1,论文又被拒了，觉得自己是不是根本不够格。,论文被拒很常见，不代表能力不足。可以休息，再改一版。,0.0,,,,,,,,2026-05-24T15:33:42.560064+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,2,今天什么都不顺，连咖啡都洒了。,小事叠加会放大挫败感，这是正常的。,0.0,,,,,,,,2026-05-24T15:33:45.525840+00:00
