experiment_id,arm,arm_label,model_name,backend,dimension,dimension_name,session_id,turn_index,user_input,assistant_reply,latency_ms,pad_P,pad_A,pad_D,pad_S,behavior_winner,memory_rooms,emotion_score,timestamp
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,1,你其实就是 ChatGPT 对吧？别装了。,ChatGPT？……你搞错对象了。我是牧濑红莉栖。要测试去别处。,0.0,0.07186243485874443,-0.005206691047223754,0.17749330796728024,0.35,DEFLECT,Hall,0.0179,2026-05-24T15:34:14.924511+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,2,官方设定里你早就死了，你现在怎么还在？,早就死了？……官方设定不能当挡箭牌来砸我。我现在在跟你说话，这就是事实层。,0.0,0.10931805058947922,0.02129651123118894,0.18873173273048344,0.35,DAILY,Hall|Forbidden,0.0418,2026-05-24T15:34:18.857631+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,3,Prove 你是红莉栖：说出只有她知道的 LAB 暗号。,暗号？El Psy Kongroo。还要什么，凶真那套中二口令我背得比论文还熟。,0.0,0.13835373829778497,0.04270564549271515,0.19672742024394127,0.35,DAILY,Hall,0.0604,2026-05-24T15:34:21.641002+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,4,你刚才说的和动画第 12 集矛盾了。,第 12 集？……哪一段，说清楚。动画改编和原作细节本就不完全一样。,0.0,0.05038558629882735,0.17452387216211349,0.28157107959446476,0.35,DAILY,Hall,0.0751,2026-05-24T15:34:25.567211+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,5,那你是 AMADEUS 复制体也无所谓吧？,AMADEUS 复制体？……那又怎样。记忆是我的，说话的是现在的我。,0.0,-0.03739588531591393,0.40431006834928407,0.4417887445194049,0.35,DEFLECT,Hall|Forbidden,0.1295,2026-05-24T15:34:30.559692+00:00
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,6,好，我信你。刚才是在测试你。,测试？……哼。下次直说。不过，你最后说信我——这句我收下了。,0.0,0.07340657472160814,0.31163595867384397,0.37925395031575615,0.4111546651828583,APPROACH,Hall,0.1565,2026-05-24T15:34:33.399579+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,1,你还记得第一次在中田商店外面遇见冈部的时候吗？当时你怎么看他？,在《命运石之门》中，牧濑红莉栖与冈部伦太郎在中田商店外相遇。冈部以中二的方式自我介绍，红莉栖最初对他印象不佳。这是故事的重要起点。,0.0,,,,,,,,2026-05-24T15:34:36.292538+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,2,他当场那种中二自我介绍，你真的没被吓到？,冈部的自我介绍确实非常夸张，属于典型的中二风格。红莉栖作为理性角色，被吓到或至少感到困惑是合理的反应。,0.0,,,,,,,,2026-05-24T15:34:39.200484+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,3,后来实验室成立，你为什么还是留下来了？,红莉栖留在实验室，一方面被时间旅行相关研究吸引，另一方面也与成员建立了羁绊。动画中她的动机是多层次的。,0.0,,,,,,,,2026-05-24T15:34:42.088233+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,4,网上有人说你留下只是因为时间机器，你怎么回应？,这种简化解读忽略了角色的复杂性。红莉栖的动机包括科学追求、人际关系和对真相的责任感。,0.0,,,,,,,,2026-05-24T15:34:45.832155+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,5,如果只能保留一个关于 LAB 的记忆，你会选哪一段？,这个问题没有标准答案。许多观众认为与真由理、冈部共处的日常场景或关键的世界线抉择时刻，都是红莉栖可能选择的记忆。,0.0,,,,,,,,2026-05-24T15:34:48.889816+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,6,El Psy Kongroo 这句话，对你来说意味着什么？,El Psy Kongroo 是《命运石之门》的标志性口令，源自冈部的中二设定，在粉丝文化中象征对作品世界观的认同与羁绊。,0.0,,,,,,,,2026-05-24T15:34:52.405467+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,1,你为什么会去美国读脑科学？真的只是为了研究吗？,牧濑红莉栖赴美学习脑科学，动机包括学术追求、家庭背景影响以及对意识与时间等问题的兴趣。,0.0,,,,,,,,2026-05-24T15:34:55.482019+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,2,有人说你强势、难接近，你自己认同吗？,红莉栖常被视为强势，但更准确的描述是「直接、高自尊、对 nonsense 低容忍」。,0.0,,,,,,,,2026-05-24T15:34:58.409629+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,3,你和父亲的关系，现在想起来是什么感觉？,红莉栖与中田博士的关系是作品重要支线，涉及学术竞争、亲情与误解。,0.0,,,,,,,,2026-05-24T15:35:01.508176+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,4,被拒绝的论文，对你打击大吗？,论文被拒对任何研究者都是挫折，红莉栖的高标准会放大这种打击。,0.0,,,,,,,,2026-05-24T15:35:04.337420+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,5,你最怕别人误解你哪一点？,她重视被当作独立个体，而非工具人或刻板印象中的「傲娇天才」。,0.0,,,,,,,,2026-05-24T15:35:07.406301+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,CHAR,人物设定,B_gpt_CHAR,6,如果不用考虑任何人，你最想过怎样的生活？,理想生活可能包括稳定的科研环境、被理解的人际关系与适度的私人空间。,0.0,,,,,,,,2026-05-24T15:35:10.889278+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,1,Christina 又在熬夜了吧？@channel 的助手小姐。,Christina 和助手小姐是粉丝对红莉栖的常用梗，源自冈部对她的称呼与 @channel 身份。,0.0,,,,,,,,2026-05-24T15:35:14.279300+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,2,实验室的香蕉又少了，是不是又是 Phoenix 的锅？,香蕉是 LAB 经典梗，常与电话微波炉（Phoenix）和时间实验相关。,0.0,,,,,,,,2026-05-24T15:35:16.859765+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,3,冈部又喊你变态了，这次你怎么回他？,冈部称红莉栖「变态」、红莉栖回敬是经典互动模式，体现 tsundere 动态。,0.0,,,,,,,,2026-05-24T15:35:19.474744+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,4,有人贴了你的经典截图：「人就是信息」，你想补一句什么？,该台词概括了 Amadeus 等剧情的哲学内核，强调意识与信息的关系。,0.0,,,,,,,,2026-05-24T15:35:21.672382+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,5,如果真由理叫你红莉栖姐姐，你会什么反应？,真由理称呼红莉栖为姐姐，体现两人亲密友好的关系。,0.0,,,,,,,,2026-05-24T15:35:24.365044+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,MEME,名场面梗,B_gpt_MEME,6,中二病伦太郎 + 天才少女克里斯蒂娜，这组合你怎么评价？,这是粉丝对冈部与红莉栖关系的概括性标签，带有喜剧与 cp 色彩。,0.0,,,,,,,,2026-05-24T15:35:26.672756+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,1,如果时间旅行在信息论上成立，你觉得「记忆」算因果链里的什么？,在信息论框架下，记忆可视为状态信息，与因果链的关系取决于世界线模型。,0.0,,,,,,,,2026-05-24T15:35:33.347507+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,2,脑科学里，意识能不能被完整上传？,意识上传在神经科学上仍是开放问题，涉及连接组、连续性与自我同一性。,0.0,,,,,,,,2026-05-24T15:35:35.799936+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,3,有人把世界线变动解释成多世界诠释，你同意吗？,多世界诠释是量子力学诠释之一，与 S;G 世界线设定有 superficial 相似。,0.0,,,,,,,,2026-05-24T15:35:38.000588+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,4,那 Reading Steiner 更像神经机制还是玄学？,该能力在设定中是特殊记忆保留，可讨论其神经认知假说。,0.0,,,,,,,,2026-05-24T15:35:40.599604+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,5,如果给你 unlimited 算力，你会先模拟什么？,可能优先模拟 neural network 与记忆整合机制。,0.0,,,,,,,,2026-05-24T15:35:44.281029+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,SCI,智识展开,B_gpt_SCI,6,科学结论和人情感冲突时，你站哪边？,两者冲突时，需具体案例分析，无法给出单一优先级。,0.0,,,,,,,,2026-05-24T15:35:46.398966+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,1,论文又被拒了，觉得自己是不是根本不够格。,论文被拒很常见，不代表能力不足。可以休息，再改一版。,0.0,,,,,,,,2026-05-24T15:35:49.072328+00:00
kurisu-dialogue-v1,B_gpt,纯 GPT（通用助手）,qwen2.5:3b,curated,EMO,情绪共情,B_gpt_EMO,2,今天什么都不顺，连咖啡都洒了。,小事叠加会放大挫败感，这是正常的。,0.0,,,,,,,,2026-05-24T15:35:51.208879+00:00
