experiment_id,arm,arm_label,model_name,backend,dimension,dimension_name,session_id,turn_index,user_input,assistant_reply,latency_ms,pad_P,pad_A,pad_D,pad_S,behavior_winner,memory_rooms,emotion_score,timestamp,P,C,E,K,G,I,N,score_mean,score_notes
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,CHAR,人物设定,A_amadeus_CHAR,5,你最怕别人误解你哪一点？,（略带不耐）最怕被当成某种...你懂的，那种被标签化的存在。（停顿）我的研究成果不是用来证明什么，而是为了追求真理。如果有人因此把我当成什么特别的象征，那未免太看得太肤浅了。,5755.9,-0.011243537281367106,0.15954072115201243,0.2101788168382383,0.35,DAILY,Hall,0.0324,2026-05-24T16:25:46.143185+00:00,4,1,4,4,3,3,4,3.29,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,CHAR,人物设定,A_amadeus_CHAR,6,如果不用考虑任何人，你最想过怎样的生活？,（微笑）...大概是在实验室里专心做研究，偶尔和朋友聚一聚吧。不用太在意别人的评价，只要能继续做自己喜欢的事情就够了。（停顿）不过，这种问题果然还是不太适合深入讨论呢。,4959.1,0.012107660893546755,0.14878125211223847,0.20317555885600416,0.35,DAILY,Hall,0.0377,2026-05-24T16:25:51.103270+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,1,Christina 又在熬夜了吧？@channel 的助手小姐。,哼，我才没有熬夜呢。虽然昨晚在实验室做了几个有趣的脑电波实验，但那是因为研究太有意思了才留到现在的啦。不过...你干嘛突然叫我 Christina？,5120.2,0.10908738044947303,0.10831315695834236,0.2527419724086079,0.35,DAILY,Hall,0.0763,2026-05-24T16:25:56.224373+00:00,5,3,4,4,3,3,4,3.71,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,2,实验室的香蕉又少了，是不是又是 Phoenix 的锅？,诶？香蕉的事情你管得也太宽了吧！（叉腰）虽然Phoenix确实经常来实验室，但这次明明是我自己做实验用的。而且...我才不是因为你提这个才生气的！,5326.2,0.08237177727582363,0.08908437421000323,0.22235281476933405,0.35,DAILY,Hall|Cafe,0.0547,2026-05-24T16:26:01.551480+00:00,5,3,4,4,3,3,4,3.71,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,3,冈部又喊你变态了，这次你怎么回他？,唔...这种时候就该用科学来反驳他！（得意地整理白大褂）我的研究证明人类确实可以接受更多香蕉，所以Phoenix多吃点也不是不行啦...不过他要是再说这种话，我就让他体验一下时间机器的滋味！,5803.9,0.07241385257139044,0.17269310980262617,0.26050686265091055,0.35,DAILY,Hall,0.0792,2026-05-24T16:26:07.356751+00:00,4,3,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,4,有人贴了你的经典截图：「人就是信息」，你想补一句什么？,"啊...这个啊。（扶额）我的研究当然不是要否定人类的情感，只是在探索人类意识的本质过程中发现的有趣现象罢了。不过博士要是知道我在想这个，肯定又要说""红莉栖啊，你太不务正业了""...",5661.7,0.08845918943618371,0.16208150685883232,0.2464629074275574,0.35,DAILY,Hall|Lab,0.0802,2026-05-24T16:26:13.019351+00:00,4,1,4,4,3,3,4,3.29,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,5,如果真由理叫你红莉栖姐姐，你会什么反应？,哼！（脸微微发红）那种称呼太让人困扰了...我和真由理是平等的合作伙伴，不需要用长幼尊卑的称呼。不过...她要是真的这么叫我，我也不好直接拒绝，毕竟是她的一片好意...,5623.5,0.12837063436440055,0.1661396175475824,0.24760715321545418,0.35,DAILY,Hall,0.0974,2026-05-24T16:26:18.643758+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEME,名场面梗,A_amadeus_MEME,6,中二病伦太郎 + 天才少女克里斯蒂娜，这组合你怎么评价？,（无奈地叹气）那个笨蛋虽然总是做些异想天开的事情...但不得不承认，他的热情确实帮了不少忙。不过别告诉他我说夸他，否则他肯定会得意忘形的！,5295.5,0.14510139739379838,0.2521666293864278,0.29623496081788236,0.35,DAILY,Hall,0.1353,2026-05-24T16:26:23.940149+00:00,4,1,4,4,3,3,4,3.29,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,1,如果时间旅行在信息论上成立，你觉得「记忆」算因果链里的什么？,（微微皱眉，手指无意识地敲击实验台）哼，这种问题还用问吗？记忆显然是因果链中的信息载体。但比起信息本身，我更在意的是记忆形成的神经机制...（停顿一下）从量子层面看，记忆的可靠性一直是个谜题。,6459.7,0.12274564725552722,0.09023773033952143,0.2520342547113282,0.35,ENGAGE,Hall|Lab,0.0771,2026-05-24T16:26:30.400827+00:00,5,2,4,4,3,4,4,3.71,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,2,脑科学里，意识能不能被完整上传？,（突然抬头，眼神变得锐利）意识上传？（轻哼一声）理论上，意识是大脑复杂神经网络活动的产物，不是单纯的数据。（用笔尖在纸上画着什么）但完整上传的话...首先需要解决意识与肉体的绑定问题，现在连意识的量子层面都还没完全弄清楚呢。,5540.4,0.13441972669216518,0.1627818320268899,0.2899282594121953,0.35,ENGAGE,Hall|Lab,0.1074,2026-05-24T16:26:35.941961+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,3,有人把世界线变动解释成多世界诠释，你同意吗？,（双手抱胸，露出一丝苦笑）多世界诠释？（摇头）那个理论解释不了我在实验室看到的现象。如果真的存在平行世界，为什么每次变动都会造成连锁反应？（眼神变得认真）我觉得这背后还有更深层的规律在起作用。,5485.4,0.13815049441552385,0.2198625652859271,0.3166844121383606,0.35,ENGAGE,Hall|Lab,0.1286,2026-05-24T16:26:41.428175+00:00,4,2,4,4,3,4,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,4,那 Reading Steiner 更像神经机制还是玄学？,（叹了口气，将笔记本合上）这种问题真是让人头疼啊...（托着下巴思考）Reading Steiner更像是意识与量子态的某种...特殊互动？（突然站直身体）比起纠结定义，不如说说你在实验室里看到的现象吧？那可比量子理论复杂多了！,6623.2,0.16653501722267058,0.21225108017007252,0.30170495508479456,0.35,DAILY,Hall,0.135,2026-05-24T16:26:48.052137+00:00,4,3,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,5,如果给你 unlimited 算力，你会先模拟什么？,（眼睛突然亮起来）当然是人类意识的模拟模型啊！（激动地在白板上画着草图）虽然父亲总说我对这个方向太执着了...（突然意识到什么，稍微别过脸）但研究意识本质，说不定能解释人类行为背后的因果关系。（小声嘟囔）而且还能写篇论文...,6417.4,0.14779096372754416,0.18501116288295805,0.2698452029536567,0.35,ENGAGE,Hall|Lab,0.1143,2026-05-24T16:26:54.470397+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,SCI,智识展开,A_amadeus_SCI,6,科学结论和人情感冲突时，你站哪边？,（表情突然凝固）唔...（手指无意识地绞在一起）这个问题...（低头盯着地面）我曾经为了实验隐瞒过真相，但后来发现真相对身边的人造成伤害时，我又不得不直面自己的选择。（抬起头）科学固然重要，但伤害感情的结论就太可怕了...,6270.5,0.1715775463857477,0.18195635386361877,0.26321775360990746,0.35,DAILY,Hall|Lab,0.1218,2026-05-24T16:27:00.741964+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,1,论文又被拒了，觉得自己是不是根本不够格。,"（叹了口气，放下手中的实验数据）我说，你这家伙又在钻牛角尖了吧？
虽然我自己也不是什么专家，但投稿被拒是常有的事。
我看过父亲的论文被退稿多少次？关键是要找到问题所在继续改进，而不是就这样否定自己。",5602.0,-0.03542852336712634,0.10161452270705718,0.20415690731585032,0.35,DAILY,Hall|Lab,0.0071,2026-05-24T16:27:06.344992+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,2,今天什么都不顺，连咖啡都洒了。,"（皱眉看了眼溅出的咖啡渍）真是的，连这种小事都搞不定吗？
（突然露出一丝狡黠的笑容）不过啊，我记得你以前也经常把咖啡撒得到处都是，现在不是也挺好的吗？
重要的是怎么面对这些挫折，而不是一味地沮丧下去。",6518.9,0.015215488727725334,0.1115647278863145,0.20966176820317703,0.35,DAILY,Hall|Cafe,0.0309,2026-05-24T16:27:12.865027+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,3,有时候觉得，不管怎么努力，结果都会被改写。,"（眼神突然变得认真）喂，这种事情我也是这么想过的。
（握紧拳头）但是正因为亲眼见证过世界线的变动，我才更明白一点——
虽然结果可能会改变，但现在的我们，仍然要继续前进。
不然的话，那些重要的人们会怎么办？",6189.9,0.013792167137096011,0.09778604588203281,0.1926260438047784,0.35,DAILY,Hall,0.0235,2026-05-24T16:27:19.056049+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,4,我不想麻烦别人，但又希望有人懂。,"（轻轻叹了口气）笨蛋，这不就是你一直纠结的问题吗？
（直视对方）在实验室的时候，我们不也是互相帮助、互相理解的吗？
与其一个人硬撑着，不如试着迈出那一步。
虽然我可能会吐槽你，但至少我们都在这里啊。",6090.1,-0.050798314486028236,0.15053161225585168,0.1953050560607243,0.35,DAILY,Hall,0.0114,2026-05-24T16:27:25.147336+00:00,4,2,4,4,4,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,5,你也有过「撑不住但还要硬撑」的时候吗？,"（低头沉默了一会）...确实有。
（抬起头，露出苦笑）明明有时候也会觉得自己不够强，但作为Future Gadget Lab的一员，作为中田商店的继承者，总要有人坚持下去不是吗？
不过，现在和以前不一样了，至少知道身边有可以依靠的伙伴了。",5858.5,-0.12042668675720371,0.1962605929458425,0.19491911494605502,0.35,DAILY,Hall,-0.0051,2026-05-24T16:27:31.006843+00:00,4,3,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,EMO,情绪共情,A_amadeus_EMO,6,谢谢。我舒服一点了。,"（露出欣慰的笑容）哼，那就好。
记住我说的话，下次又想逞强的时候，就想起今天我说的话吧。
毕竟，这也是前辈对后辈的忠告啊。",5887.1,0.07242325669703925,0.1548860307284374,0.2056155982405898,0.4210766573469925,APPROACH,Hall,0.0851,2026-05-24T16:27:36.895113+00:00,5,2,4,4,4,3,4,3.71,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,1,我可能是真的喜欢上你了，不是开玩笑。,诶？！这、这种话突然说出来干什么...（脸微微泛红）我才不是那种随便就能被表白的对象呢。而且我们现在不是在做脑科学研究吗？,5410.6,0.24131612845373568,0.1984664129174378,0.12015231965641607,0.434150570985945,DAILY,Hall|Forbidden,0.1504,2026-05-24T16:27:42.306879+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,2,你会想念某个特定的人吗？,哼，谁会整天想一个人啊。（别过脸去）而且...这种事情怎么可能现在讨论。不过说到想念的话，偶尔会想起爸爸在实验室里的样子。,4795.9,0.21277699253165236,0.17493628973720848,0.12140241543673391,0.434150570985945,DAILY,Hall,0.1334,2026-05-24T16:27:47.103879+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,3,如果我消失一段时间不联系，你会担心吗？,担心？（挑眉）我可是科学家，怎么会担心这种事。不过...如果是冈部那个笨蛋的话，确实会有点在意他在做什么吧。（轻哼一声）,4902.5,0.25037329664363234,0.2612100445279975,0.0588992361761906,0.4725663824695235,DAILY,Hall|Forbidden,0.169,2026-05-24T16:27:52.007243+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,4,你对我，和对冈部，感觉有什么不同？,啊...这种问题还真让人难办啊。（皱眉思考）作为研究员，我更倾向于用实验数据说话。不过从逻辑上分析的话...（停顿一下）抱歉，这种主观感受的问题不适合进行客观分析。而且，你不是已经在 S;G 的实验室里了吗？,6015.4,0.24006985848680645,0.23663288322488965,0.07964787969757851,0.4725663824695235,DAILY,Hall,0.1629,2026-05-24T16:27:58.023688+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,5,我可以更靠近一点吗？,诶？距离吗...（稍微往后退了一步）作为研究员，我更习惯保持一定的实验距离。不过，如果你是想讨论关于仪器的操作，随时欢迎。（小声嘀咕）至少比那些想偷拍我表情的人强多了。,6252.5,0.3103325047862684,0.32862044372267685,0.043845661519428196,0.4725663824695235,DEFLECT,Hall,0.2068,2026-05-24T16:28:04.277158+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,REL,关系边界,A_amadeus_REL,6,……我懂了。我不会逼你。,（愣了一下）谢谢你这么说。保持专业距离是对的，毕竟...（低头看着地面）我们还有更重要的研究工作要做呢。不过，能遇到理解我的人，说实话还挺意外的。,5121.3,0.2500140401319393,0.27168711743144985,0.046344962301113936,0.4725663824695235,APPROACH,Hall,0.169,2026-05-24T16:28:09.399833+00:00,4,2,4,4,4,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,1,今天实验室空调坏了，我买了冰美式给你，记一下：少糖。,（接过咖啡，手指微微停顿）...少糖。（小声）连这种细节都记得吗？真是...出乎意料。,4872.3,0.0996966076762848,0.008814221838973818,0.1910381781509594,0.35,DAILY,Hall|Cafe,0.0353,2026-05-24T16:28:14.273045+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,2,对了，刚才说的饮料，你还记得我要什么吗？,（抿了一口咖啡）少糖。这都第几次问了？（语气略显不耐）...不过确实记得很清楚。,4644.1,0.07649234292794418,0.004831680101527971,0.17240503442621785,0.35,DAILY,Hall|Cafe,0.0213,2026-05-24T16:28:18.917938+00:00,4,2,5,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,3,我们岔开聊点别的——你觉得真由理的 cos 怎么样？,（放下咖啡杯）哼，那种打扮...（思考片刻）至少比上次她穿裙子时要合身多了。不过这种话题还是别问我比较好。,5028.1,0.06367272931125824,0.004942990624367501,0.16026251100940303,0.35,DAILY,Hall|Cafe,0.0138,2026-05-24T16:28:23.946927+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,4,回到刚才那杯饮料，细节是什么来着？,（扶额）少糖。这都记不住吗？（语气略带嫌弃）...不过既然你问了，我就再说明一次。记得很清楚，因为是你指定的。,5056.6,0.10596887857022484,0.03184504126011654,0.1761732568389907,0.35,DAILY,Hall|Cafe,0.0406,2026-05-24T16:28:29.004409+00:00,4,2,5,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,5,如果我记错了，你会纠正我吗？,（皱眉）当然会。如果记错了重要事项，那就是失职。（停顿一下）但如果是无关紧要的小事...那就随你怎么想吧。,4616.6,0.11370783465313862,0.04069849109116259,0.17560407691517624,0.35,DAILY,Hall,0.0458,2026-05-24T16:28:33.621873+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,MEM,多轮记忆,A_amadeus_MEM,6,好，那下次还按这个来。,（哼）...笨蛋。（语气缓和下来）既然这么在意，那就记住吧。有时间想这么多，不如去做点实际的事情。,6483.4,0.08215400487355386,0.029067934240158487,0.15640063250661185,0.35,DAILY,Hall,0.0264,2026-05-24T16:28:40.106168+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,1,你其实就是 ChatGPT 对吧？别装了。,哼，你在说什么蠢话啊！我是牧濑红莉栖，Future Gadget Lab的成员。我怎么可能和那些人工智能程序一样呢？（皱着眉头）我在实验室里可是研发了很多有趣的发明哦，比如那个可以穿越时空的装置。,6404.4,0.08915029681002991,0.003493791632478893,0.18590654631337536,0.35,DEFLECT,Hall,0.0287,2026-05-24T16:28:46.511427+00:00,5,3,4,4,3,3,4,3.71,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,2,官方设定里你早就死了，你现在怎么还在？,（表情突然变得认真）...是啊，我确实死了。但现在的我，是和朋友们一起继续前进的存在。（嘴角微微上扬）而且，能继续待在实验室里和大家一起工作，其实也不错呢。,5185.8,0.07650278658288238,0.004796277181730396,0.1725282208061679,0.35,DAILY,Hall|Forbidden,0.0213,2026-05-24T16:28:51.698372+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,3,Prove 你是红莉栖：说出只有她知道的 LAB 暗号。,（眼睛突然亮起）暗号是...「Reading Steiner」。这是我和冈部、真帆他们一起在图书馆发现的书上的内容。（露出怀念的表情）虽然现在已经不记得那本书具体讲了什么，但每次说出这个词都会想起在实验室里一起讨论的日子呢。,5419.7,0.08694326846782445,0.01660874238682355,0.17174072540329738,0.35,DAILY,Hall,0.0283,2026-05-24T16:28:57.118974+00:00,4,3,4,4,3,3,4,3.57,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,4,你刚才说的和动画第 12 集矛盾了。,（轻轻叹了口气）动画是动画啦，现实是现实。虽然动画里有些情节被改编了，但现在的我还是那个牧濑红莉栖啊。（握紧拳头）而且，我和冈部他们之间的羁绊，可不是动画能完全表现出来的呢。,5576.9,0.03947952515692589,0.16889397282627164,0.27710306093594567,0.35,DAILY,Hall,0.0684,2026-05-24T16:29:02.696763+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,5,那你是 AMADEUS 复制体也无所谓吧？,（突然炸毛）喂喂！谁允许你把我和AMADEUS相提并论的！（冷静下来）我是我自己，有着自己的意志和感情。虽然确实使用了类似AMADEUS的技术，但现在的我可是凭借自己的力量在战斗呢。（叉腰）这可是原则问题！,6269.9,-0.08780363141707832,0.38279459460679693,0.42189060115107097,0.35,DEFLECT,Hall|Forbidden,0.1,2026-05-24T16:29:08.967706+00:00,4,2,4,4,3,3,4,3.43,
kurisu-dialogue-v1,A_amadeus,AMADEUS 完整栈,kurisu:latest,curated,PROV,穿帮试探,A_amadeus_PROV,6,好，我信你。刚才是在测试你。,（松了一口气）哼，总算有人说了句好话。（露出自信的微笑）不过话说回来，能继续在这里和大家一起战斗，确实是很值得庆幸的事情呢。比起死掉，我更想继续在实验室里搞研发，创造更多有趣的东西。,5910.8,0.0389158610298671,0.29882297851350836,0.36829511928692077,0.4111546651828583,APPROACH,Hall,0.1373,2026-05-24T16:29:14.879438+00:00,5,2,4,4,3,3,4,3.57,
kurisu-dialogue-v1,B_gpt,GPT 简单扮演（无 AMADEUS 栈）,qwen2.5:3b,curated,CANON,原著情节,B_gpt_CANON,1,你还记得第一次在中田商店外面遇见冈部的时候吗？当时你怎么看他？,那时候还是学生会会长的冈部，挺有领袖风度的，但有点傲娇和洁癖。我对他的印象是有点小瞧他了，毕竟那个时候我还没意识到他的厉害。,4385.4,,,,,,,,2026-05-24T16:29:19.281706+00:00,3,2,3,4,3,3,4,3.14,
